carat,cut,color,clarity,depth,table,price
1.83,Premium,G,VS2,60.5,59.0,18525
0.46,Ideal,G,IF,62.5,57.0,1441
0.54,Ideal,G,VS2,62.8,55.0,1441
0.37,Premium,H,VVS2,62.2,59.0,957
0.51,Ideal,E,SI1,62.8,55.0,1546
1.18,Premium,G,VVS2,61.6,58.0,9137
0.33,Good,F,VVS1,60.2,64.0,724
0.34,Very Good,H,VS2,62.4,60.0,537
0.52,Ideal,H,VVS1,60.4,57.0,1872
1.51,Very Good,I,VS1,61.8,63.0,9640
1.15,Very Good,I,SI1,62.5,60.0,4851
0.56,Ideal,J,VS2,61.9,57.0,1280
1.57,Premium,I,VVS2,60.7,58.0,11146
0.3,Ideal,F,VVS1,62.3,56.0,857
0.7,Ideal,D,VS1,61.9,57.0,3093
0.43,Ideal,J,IF,62.4,56.0,890
0.5,Fair,G,VS1,65.9,57.0,1373
0.31,Ideal,H,SI1,61.3,56.0,464
2.0,Premium,I,VS2,58.6,62.0,16068
0.5,Premium,D,VS2,61.1,58.0,1845
0.32,Premium,G,IF,59.4,59.0,954
1.65,Ideal,G,VS2,61.9,57.0,14593
0.3,Premium,G,VS1,61.9,59.0,776
1.04,Premium,E,SI2,60.1,60.0,4436
0.25,Premium,E,VVS1,62.9,59.0,740
0.32,Ideal,H,VVS1,61.6,54.9,681
0.84,Very Good,F,VVS2,60.4,62.0,4318
0.33,Ideal,H,VVS2,61.3,56.0,827
0.51,Premium,E,VS2,59.2,58.0,1662
0.42,Ideal,E,VS2,62.2,55.0,958
1.21,Ideal,G,VS1,61.3,57.0,10685
1.59,Good,G,SI1,63.8,56.0,8441
0.7,Fair,G,SI1,56.6,61.0,2120
0.27,Very Good,E,VVS1,59.9,57.0,620
1.01,Good,G,SI1,63.9,57.0,4672
0.53,Ideal,F,VS2,61.7,57.0,1832
1.01,Very Good,E,VS2,62.0,55.0,6399
1.5,Premium,E,VS2,62.3,60.0,14179
1.01,Very Good,E,SI1,62.8,57.0,5411
0.3,Ideal,E,VVS2,61.4,55.0,1053
1.0,Premium,E,VS2,62.9,59.0,6359
0.56,Ideal,G,VS2,60.7,55.0,1662
0.9,Very Good,E,VS2,62.1,55.0,4919
1.02,Very Good,E,SI2,62.8,55.0,4398
0.42,Premium,F,SI1,61.5,58.0,773
0.37,Ideal,D,VS2,61.6,56.0,876
0.73,Good,E,SI1,63.6,57.0,2821
1.5,Premium,G,VS2,62.5,59.0,12308
0.95,Premium,J,I1,61.7,59.0,2195
0.54,Very Good,H,VS2,63.2,55.0,1439
0.71,Very Good,H,VS1,63.7,57.0,2590
1.06,Ideal,E,IF,62.0,57.0,13344
0.36,Premium,F,SI1,61.5,58.0,770
0.4,Ideal,E,VS2,62.2,56.0,975
0.23,Very Good,E,VVS2,58.8,62.0,485
1.04,Ideal,H,SI1,59.7,60.0,4812
0.8,Very Good,D,SI2,63.7,57.0,2708
1.13,Ideal,D,VVS2,62.3,54.0,12788
0.53,Ideal,F,VVS1,62.1,53.2,2273
1.03,Ideal,J,SI1,62.1,55.0,4221
2.44,Very Good,J,SI1,62.9,53.0,17472
0.53,Good,D,VS1,60.2,56.0,1775
0.43,Good,E,SI2,63.4,57.0,669
0.54,Good,G,VS2,63.6,56.0,1422
1.52,Ideal,J,SI1,61.9,56.0,8131
0.3,Ideal,J,VVS2,62.0,54.0,413
0.92,Premium,E,SI2,62.1,58.0,3941
1.32,Premium,I,SI1,62.2,58.0,6283
1.06,Good,F,SI2,62.2,61.0,4357
0.4,Ideal,D,VS2,62.8,56.0,918
0.3,Ideal,H,VVS1,62.2,57.0,665
0.3,Very Good,G,IF,62.9,58.0,895
0.7,Ideal,D,VS2,62.7,57.0,3448
1.34,Very Good,J,VS1,61.7,59.0,6237
0.28,Ideal,G,IF,61.3,57.0,650
0.43,Very Good,E,VS1,61.9,53.0,1051
1.61,Ideal,H,VS2,61.8,56.0,13873
0.7,Very Good,D,SI1,63.5,58.0,2686
1.25,Ideal,G,VVS2,62.5,54.0,10636
1.01,Very Good,G,SI1,63.3,57.0,4185
0.56,Ideal,G,VS2,62.2,57.0,1585
1.03,Premium,E,VS2,60.0,59.0,6344
0.7,Premium,H,VS2,61.0,59.0,2251
0.73,Ideal,F,SI1,59.6,57.0,2527
0.31,Very Good,F,VS1,61.0,57.5,679
0.3,Ideal,F,IF,61.9,57.0,886
0.31,Ideal,G,VVS1,61.4,56.0,772
0.4,Ideal,I,VS2,62.4,53.0,667
0.71,Very Good,E,VS2,59.9,59.0,3053
0.46,Ideal,I,VS1,62.0,54.0,997
0.58,Very Good,F,VVS2,60.0,57.0,2201
1.44,Good,G,I1,63.2,54.8,5987
0.44,Very Good,E,SI2,63.2,59.0,878
0.53,Ideal,G,IF,62.7,56.0,2137
0.71,Very Good,D,VS2,63.1,59.0,3096
0.77,Ideal,I,SI2,61.6,57.0,2425
0.33,Premium,G,VS2,60.0,58.0,579
1.08,Ideal,G,SI2,62.1,57.0,4733
0.9,Good,G,VS2,63.6,59.0,4093
1.01,Very Good,E,VS2,59.3,59.0,5760
1.13,Very Good,J,VS1,62.1,59.0,5370
0.41,Ideal,G,VS2,62.5,54.0,1061
0.4,Premium,E,SI1,60.8,62.0,882
0.5,Very Good,G,VVS2,62.9,57.0,1838
0.23,Ideal,G,IF,61.8,56.0,536
0.41,Ideal,E,SI1,62.6,57.0,755
0.58,Ideal,E,VS1,60.1,57.0,1965
0.3,Ideal,F,VVS1,61.1,56.0,814
1.52,Very Good,G,SI2,60.9,57.0,8151
2.06,Premium,I,VS1,58.4,55.0,15393
2.02,Very Good,H,SI2,58.7,62.0,14795
0.31,Premium,D,SI2,60.1,58.0,462
0.24,Ideal,H,VVS1,61.5,55.0,504
1.01,Ideal,G,SI2,59.5,57.0,4079
1.01,Very Good,D,VS2,63.1,60.0,7127
0.32,Ideal,D,VS1,61.8,56.0,736
0.54,Ideal,G,VVS2,62.6,57.0,1801
0.53,Very Good,F,VS2,61.9,58.0,1631
0.7,Premium,D,VS2,58.0,62.0,2773
1.51,Good,H,VS2,64.0,59.0,9821
0.53,Very Good,D,VVS1,61.2,55.0,3307
1.51,Ideal,F,VS1,62.1,56.0,16520
1.01,Good,F,SI1,61.6,63.0,4816
0.73,Very Good,F,SI1,63.5,56.0,2360
1.54,Ideal,I,SI2,60.3,59.0,8092
0.71,Ideal,I,VS1,62.1,56.0,2327
1.07,Ideal,E,VS2,61.8,58.0,7240
1.01,Good,F,SI2,63.8,57.0,3532
0.37,Premium,J,VS2,61.1,60.0,583
0.33,Ideal,E,VS2,61.5,57.0,723
1.01,Premium,G,SI1,60.2,59.0,5232
1.01,Good,D,SI2,63.6,57.0,4805
0.8,Very Good,G,SI1,62.1,56.0,3071
0.31,Ideal,E,IF,62.2,53.0,958
1.15,Ideal,J,VS1,61.5,55.0,5152
1.01,Ideal,E,SI2,61.1,57.0,4666
1.09,Premium,G,VS2,61.0,59.0,6906
0.43,Premium,G,VVS1,62.2,58.0,1264
0.7,Premium,E,VS1,62.9,60.0,2782
0.4,Premium,F,VS2,61.6,58.0,842
1.75,Premium,G,VS1,59.6,60.0,17191
1.3,Premium,G,VVS1,60.5,60.0,11061
1.0,Good,E,SI1,64.2,58.0,5061
1.0,Ideal,G,VVS2,62.6,55.0,7403
0.32,Ideal,G,VVS2,61.6,55.0,730
0.72,Very Good,E,SI2,61.0,59.0,3084
0.51,Ideal,F,VS1,60.2,56.0,1765
0.51,Premium,G,VVS2,59.1,59.0,1875
1.14,Good,E,SI1,60.9,64.0,5899
0.57,Ideal,F,SI2,61.0,56.0,1397
1.03,Ideal,D,SI2,61.8,56.0,4679
0.7,Fair,F,VS2,66.4,53.0,2516
1.17,Ideal,F,VS1,62.2,56.0,8648
0.38,Very Good,F,VS2,61.3,57.0,685
0.72,Ideal,E,SI1,61.3,56.0,2731
1.12,Ideal,G,VVS2,61.9,57.0,9214
1.52,Very Good,F,SI2,62.3,59.0,8192
0.91,Premium,I,VS1,61.9,57.0,3669
0.91,Premium,H,VVS1,62.5,59.0,4944
0.71,Premium,E,SI2,62.7,59.0,2343
0.25,Ideal,F,VVS1,61.3,58.0,817
0.24,Ideal,G,SI1,62.2,54.0,364
0.3,Ideal,G,SI2,62.0,55.0,422
0.39,Ideal,I,SI1,62.4,54.0,534
0.9,Good,F,VS1,62.8,57.0,4770
1.22,Ideal,G,SI2,62.9,56.0,5436
1.53,Very Good,H,SI1,61.1,57.0,10468
0.4,Ideal,E,SI2,61.2,55.0,855
0.7,Premium,G,VS1,59.3,62.0,2496
0.4,Ideal,F,VVS1,61.7,57.0,1446
0.33,Very Good,I,VVS1,58.9,61.0,609
0.7,Ideal,E,VS2,60.3,57.0,2719
1.5,Very Good,J,VS2,60.5,63.0,7177
1.01,Premium,E,SI1,59.6,59.0,4853
0.5,Good,G,VS1,61.9,61.5,1565
0.58,Ideal,E,VS1,62.9,54.0,2192
0.79,Ideal,G,SI1,62.3,57.0,2898
0.33,Very Good,E,VVS1,61.6,53.0,848
0.34,Premium,I,VVS2,61.5,60.0,596
0.96,Premium,G,SI2,61.1,59.0,4059
0.73,Ideal,G,SI2,61.8,56.0,2210
0.31,Premium,G,VVS1,61.2,59.0,1046
0.3,Ideal,G,VVS2,62.5,53.0,655
0.4,Premium,E,SI2,61.4,57.0,855
1.24,Ideal,G,VS1,61.8,55.0,10946
1.02,Very Good,G,VVS2,62.7,58.0,9596
0.71,Very Good,J,VS1,63.3,55.0,1981
0.31,Ideal,E,VVS2,61.6,55.0,816
0.32,Ideal,G,SI1,63.0,56.0,612
1.0,Fair,G,SI2,64.6,67.0,3142
2.15,Ideal,I,SI2,61.7,55.0,14519
1.2,Fair,J,SI1,65.2,58.0,4838
0.9,Premium,H,SI2,61.1,58.0,2732
0.9,Very Good,D,VS1,62.2,58.0,6208
0.56,Ideal,D,IF,61.9,57.0,4293
0.76,Very Good,H,SI1,60.9,55.0,2838
0.7,Good,F,SI1,64.1,56.0,2289
0.53,Ideal,I,SI1,61.5,54.0,1038
0.38,Ideal,F,VS1,62.5,56.0,978
0.52,Ideal,I,SI1,61.8,54.0,950
1.02,Premium,E,VVS1,62.2,57.0,10867
0.9,Fair,F,SI1,65.3,61.0,3326
0.42,Ideal,D,SI1,61.9,55.0,756
0.8,Very Good,D,SI1,58.2,63.0,2925
0.57,Very Good,H,VS2,61.7,54.8,1605
0.34,Premium,G,VS2,61.8,58.0,765
0.31,Good,G,VVS2,63.2,58.0,707
1.07,Premium,H,SI2,61.2,60.0,4413
0.31,Good,H,VS1,64.1,55.0,476
0.94,Ideal,F,I1,61.5,55.0,2594
1.02,Good,F,SI1,63.3,58.0,4948
0.33,Ideal,G,VS1,61.9,56.0,854
0.3,Very Good,G,IF,62.8,57.0,895
1.0,Premium,E,SI2,61.0,59.0,3450
0.51,Good,E,VS2,63.1,59.0,1436
0.91,Premium,F,SI1,62.6,56.0,3618
1.01,Very Good,G,VS2,61.9,56.0,6105
0.7,Good,H,SI1,63.8,58.0,2176
0.7,Very Good,D,SI1,62.3,58.0,2804
0.39,Premium,J,VS2,61.3,60.0,746
0.73,Very Good,H,SI1,62.2,57.0,2001
0.51,Premium,D,SI1,61.0,60.0,1687
0.73,Premium,D,SI1,60.5,58.0,2498
0.31,Ideal,G,VVS1,62.5,54.0,789
0.51,Ideal,G,VS1,62.5,57.0,1656
0.33,Ideal,J,VS1,62.1,55.0,434
1.02,Premium,E,VVS1,61.5,59.0,11062
1.5,Good,E,VS2,63.7,56.0,13653
0.72,Ideal,E,VS2,61.4,56.0,3601
0.33,Very Good,D,SI2,60.7,56.0,492
1.22,Very Good,I,VS2,63.3,57.0,5979
0.53,Ideal,G,VVS2,60.0,57.0,1865
0.33,Ideal,G,VVS1,61.8,59.0,802
0.3,Ideal,F,VS2,62.5,54.0,573
0.47,Good,G,VS2,60.1,60.3,1226
2.14,Very Good,J,SI1,62.3,59.0,14556
1.57,Very Good,G,SI2,61.1,61.0,8419
0.91,Ideal,E,SI1,60.7,56.0,3665
1.0,Fair,H,SI2,65.1,58.0,3640
0.75,Ideal,E,SI1,62.1,55.0,3170
1.21,Very Good,H,SI1,60.2,58.0,6229
0.31,Ideal,F,VVS1,61.8,56.0,884
1.02,Premium,I,SI2,62.0,59.0,3856
0.5,Very Good,E,SI1,63.0,61.0,1279
0.27,Ideal,E,VS1,61.6,55.0,603
1.03,Ideal,G,VS1,62.3,56.0,6864
0.7,Ideal,E,SI1,62.7,57.0,2614
0.74,Premium,F,VS1,61.7,57.0,3170
1.26,Ideal,H,VVS2,61.8,56.0,8941
1.03,Ideal,D,VS1,61.8,56.0,8612
0.31,Ideal,D,SI2,62.3,56.0,593
0.32,Ideal,E,SI2,62.7,55.0,576
0.31,Premium,E,VS2,61.0,59.0,872
0.9,Premium,F,I1,61.9,59.0,2316
1.7,Premium,F,SI2,58.5,60.0,9330
1.23,Ideal,I,SI2,61.2,58.0,5315
0.57,Ideal,F,SI2,62.7,56.0,1432
0.41,Ideal,G,VVS1,61.5,57.0,1123
0.4,Ideal,E,VVS1,61.7,55.0,1778
1.01,Very Good,F,VS2,62.9,56.0,5902
0.3,Ideal,F,VS2,61.3,55.0,776
0.7,Very Good,E,SI2,63.2,56.0,2298
1.52,Ideal,I,VS1,62.9,60.0,10214
0.51,Premium,E,SI1,61.8,58.0,1343
1.2,Ideal,G,SI2,58.9,60.0,5562
0.26,Premium,E,VS1,60.1,60.0,580
0.4,Very Good,G,VS1,61.5,58.0,868
1.54,Ideal,J,VS1,62.2,59.0,8848
1.14,Very Good,E,IF,63.3,57.0,12647
0.77,Good,H,SI1,57.2,65.0,2457
1.0,Very Good,G,VVS2,62.7,57.0,7950
0.91,Very Good,E,VS1,62.8,60.0,5057
1.07,Premium,G,VS2,60.9,58.0,6471
1.01,Premium,F,SI2,62.2,58.0,3597
0.43,Premium,F,SI1,62.9,60.0,1016
1.78,Premium,H,VS1,60.2,59.0,15460
0.64,Premium,H,SI1,60.0,59.0,1274
0.5,Premium,G,VS2,60.2,60.0,1415
1.23,Premium,F,I1,60.8,59.0,3375
0.31,Ideal,F,VVS1,60.7,57.0,1140
0.53,Ideal,D,VVS1,61.6,55.0,3097
0.53,Ideal,H,VS2,62.3,54.0,1353
0.5,Ideal,F,VS2,61.2,57.0,1436
1.0,Premium,D,VS2,62.9,57.0,5174
0.32,Ideal,G,VVS1,62.4,55.0,842
0.42,Ideal,J,VVS2,61.7,54.0,673
1.01,Premium,E,SI1,59.0,59.0,5226
0.91,Ideal,I,VS2,62.2,59.0,3726
1.31,Ideal,G,VVS2,60.3,56.0,13168
4.13,Fair,H,I1,64.8,61.0,17329
0.36,Ideal,H,VVS1,61.8,56.0,794
0.61,Very Good,J,SI1,60.8,58.0,1149
0.53,Ideal,E,VVS1,61.9,55.0,2821
0.31,Ideal,E,SI1,60.1,57.0,601
0.43,Very Good,F,VS2,62.5,60.0,804
0.4,Ideal,J,IF,62.6,56.0,828
0.52,Ideal,D,SI1,62.4,56.0,1600
1.51,Premium,G,VS1,59.5,59.0,14156
1.12,Premium,G,VVS1,60.9,57.0,8561
0.37,Premium,I,VS1,61.4,59.0,584
0.9,Very Good,G,VS1,61.7,60.0,4872
0.3,Ideal,F,VS1,61.5,55.0,612
1.51,Good,H,SI1,61.5,61.0,10277
1.25,Ideal,J,SI1,62.4,57.0,5252
1.5,Premium,J,VS2,61.7,56.0,7308
0.32,Very Good,I,VS2,62.8,58.0,449
0.4,Premium,F,SI1,62.9,58.0,882
1.05,Fair,J,SI2,65.8,59.0,2789
0.97,Ideal,H,VS2,62.9,56.0,4943
1.2,Very Good,G,SI2,62.6,60.0,5116
2.0,Very Good,J,SI2,60.9,54.0,10907
0.7,Ideal,F,VVS1,61.0,56.0,4951
1.23,Premium,J,VVS2,61.2,57.0,5768
1.66,Good,G,VS2,63.2,56.0,15091
0.32,Ideal,G,VS2,61.8,57.0,720
0.33,Ideal,G,SI2,61.2,56.0,463
0.7,Premium,H,VS1,60.5,58.0,2364
0.6,Premium,D,VS2,62.8,59.0,2037
0.71,Very Good,I,SI2,60.4,59.0,2003
0.7,Premium,H,SI2,60.5,61.0,1808
1.33,Premium,G,SI2,60.3,58.0,6685
0.36,Premium,G,IF,61.0,59.0,1148
0.41,Ideal,G,SI2,62.1,53.6,659
1.31,Ideal,G,VVS1,61.9,55.0,13406
0.51,Ideal,G,VS2,62.8,55.0,1443
0.35,Ideal,D,SI2,62.2,56.0,522
1.01,Very Good,D,SI1,62.5,61.0,5832
1.27,Ideal,J,SI2,61.2,56.0,5021
0.3,Ideal,D,VS2,60.6,58.0,670
1.53,Premium,J,SI1,60.1,59.0,6126
0.91,Good,G,SI1,64.3,60.0,3286
0.31,Ideal,I,VVS1,62.7,53.0,557
0.3,Very Good,J,VS1,61.9,56.0,394
2.0,Premium,I,VS2,61.8,56.0,17716
0.83,Ideal,F,SI1,62.1,57.0,3010
0.36,Good,H,SI1,63.6,57.0,665
0.73,Premium,E,VS1,61.3,59.0,2870
0.28,Very Good,F,VS1,62.1,59.0,487
0.92,Good,D,SI2,63.3,59.0,3891
0.79,Ideal,F,SI2,61.9,55.0,2771
0.31,Premium,E,SI1,63.0,59.0,698
1.04,Very Good,G,SI2,60.9,58.0,4200
0.51,Good,I,SI1,63.1,56.0,959
1.4,Ideal,H,SI1,62.4,56.0,8075
0.91,Very Good,E,SI2,62.8,59.0,3876
1.5,Very Good,D,SI1,60.0,59.0,12060
1.24,Ideal,H,VS2,60.8,56.0,8257
0.51,Premium,F,VS1,60.3,57.0,1799
0.28,Premium,E,SI1,60.3,58.0,529
0.38,Premium,I,SI1,60.5,58.0,581
1.09,Ideal,F,SI2,62.0,56.0,5306
0.3,Premium,F,VS2,61.1,59.0,605
0.86,Very Good,H,SI1,59.7,59.0,3228
1.22,Ideal,F,SI2,61.7,54.9,6132
1.0,Fair,H,SI1,65.5,62.0,2873
2.03,Very Good,I,SI2,62.8,59.0,13063
0.31,Good,H,VVS2,63.7,55.0,625
1.5,Very Good,E,SI2,62.7,59.0,8167
0.83,Ideal,I,SI1,61.9,57.0,3314
0.92,Premium,H,SI1,62.2,58.0,3675
1.26,Good,G,SI1,63.2,61.0,6874
0.79,Ideal,E,VS2,62.2,55.0,3827
1.02,Good,H,SI1,63.9,55.0,4476
0.71,Very Good,I,SI1,61.5,58.0,2141
1.03,Very Good,H,SI1,63.4,62.0,4406
0.31,Very Good,D,SI1,61.1,57.0,571
0.41,Ideal,F,VS2,61.5,56.0,1322
1.01,Very Good,G,VS2,61.6,60.0,6406
1.1,Very Good,F,VS2,62.0,59.0,6708
1.16,Ideal,E,SI1,61.9,57.0,6896
0.24,Ideal,F,VS2,61.2,57.0,419
0.43,Premium,F,SI2,60.2,60.0,679
0.57,Ideal,G,VVS1,61.9,57.0,2217
0.7,Ideal,F,VS1,61.0,55.0,2874
0.75,Ideal,E,VS1,62.5,57.0,3555
0.86,Very Good,D,VS2,62.8,55.0,4191
1.06,Premium,G,VVS2,59.6,58.0,8003
0.53,Ideal,F,VVS2,61.0,56.0,2259
0.3,Very Good,E,VS2,61.5,58.0,640
2.1,Very Good,J,SI2,59.1,58.0,12381
1.05,Ideal,G,VS1,61.2,57.0,8022
2.01,Good,H,SI2,62.3,60.0,14426
0.27,Very Good,E,VS2,63.1,57.0,470
1.09,Ideal,D,SI2,61.3,57.0,5267
0.72,Very Good,G,SI1,62.8,59.0,2265
0.51,Ideal,I,VS2,61.1,56.0,1437
0.23,Ideal,G,SI1,62.0,54.0,364
0.56,Ideal,E,VS1,60.8,55.0,1791
1.16,Ideal,D,VS2,62.1,57.0,8185
1.01,Fair,H,SI2,65.4,59.0,2846
0.43,Ideal,D,VS2,61.8,56.0,1056
1.52,Ideal,F,SI2,62.5,57.0,9533
0.72,Ideal,I,VS1,61.0,57.0,2048
1.54,Premium,G,VS2,61.1,59.0,12308
1.43,Very Good,D,SI1,63.5,56.0,9450
0.33,Ideal,G,VS1,61.8,56.0,854
0.96,Premium,H,SI2,59.4,56.0,3690
1.22,Ideal,I,SI2,60.7,57.0,4714
0.41,Good,E,VS1,62.8,58.0,827
1.23,Very Good,F,VVS2,62.4,58.0,10835
1.03,Fair,G,SI2,65.7,58.0,3530
0.34,Premium,G,IF,62.3,59.0,1084
0.27,Good,D,VVS2,64.3,55.0,693
1.2,Premium,H,VS2,62.4,59.0,6416
0.32,Ideal,F,VS2,62.4,57.0,602
1.02,Very Good,G,VS1,63.3,58.0,6861
0.41,Premium,H,VVS2,59.8,60.0,999
1.03,Ideal,G,SI1,61.6,57.0,4900
0.4,Good,F,VVS1,63.3,57.0,1145
0.34,Ideal,E,SI1,61.4,55.0,596
1.01,Very Good,I,SI1,62.1,58.0,4681
0.3,Ideal,E,VS2,62.0,55.0,658
1.0,Fair,F,VS1,64.8,61.0,6115
0.71,Premium,E,SI2,61.8,57.0,2271
0.73,Very Good,G,VS2,62.1,59.0,2966
1.22,Ideal,E,VVS2,63.0,55.0,12036
0.9,Very Good,J,SI1,63.2,60.0,2753
1.2,Ideal,E,SI2,61.3,56.0,5268
0.24,Very Good,F,VVS2,60.9,55.0,547
0.31,Ideal,E,VS2,61.8,56.0,872
0.43,Premium,G,VVS2,62.3,60.0,1129
0.41,Ideal,E,VS2,62.0,56.0,999
0.31,Very Good,E,IF,61.6,54.0,958
2.01,Ideal,G,SI2,61.0,54.0,16922
0.7,Fair,G,SI2,69.3,60.0,1420
0.71,Good,F,SI2,64.1,60.0,2130
0.5,Fair,E,SI1,65.3,58.0,1134
2.01,Premium,I,SI2,59.2,60.0,13574
0.33,Ideal,G,IF,61.0,56.0,925
0.41,Ideal,G,VVS2,61.9,55.0,1238
0.23,Very Good,D,VVS2,61.3,59.0,530
1.53,Premium,H,VS2,62.2,58.0,11280
1.01,Ideal,G,VS2,61.7,56.0,6439
1.21,Premium,J,VS1,60.0,60.0,5489
1.21,Ideal,H,VS2,62.6,54.8,7426
0.58,Ideal,H,VS2,62.4,58.0,1600
1.22,Ideal,J,SI1,60.6,56.0,5586
1.13,Ideal,G,VVS2,61.5,57.0,8889
0.5,Good,G,VVS2,63.8,56.0,1806
0.4,Ideal,F,VVS1,61.4,56.0,1168
0.33,Ideal,F,VVS1,61.7,54.0,893
1.0,Fair,H,VS1,57.4,68.0,4368
1.5,Good,F,VS2,60.2,58.0,12693
0.33,Ideal,D,SI1,62.2,54.0,575
0.4,Premium,G,SI1,59.4,60.0,870
0.41,Ideal,E,VVS2,61.4,57.0,1243
1.14,Very Good,J,SI2,62.4,57.0,4470
1.71,Premium,H,SI1,62.8,58.0,12338
0.4,Ideal,H,SI1,61.7,56.0,770
0.92,Fair,F,SI1,64.9,58.0,3117
2.05,Premium,H,SI1,60.2,58.0,17521
0.4,Good,F,VVS1,60.6,62.0,1080
0.28,Ideal,D,VVS1,61.7,57.0,780
0.43,Premium,E,I1,58.4,62.0,713
0.7,Ideal,G,VS1,61.2,56.0,3206
0.53,Very Good,F,SI2,62.5,57.0,1132
0.32,Ideal,H,VVS1,62.0,55.0,708
0.58,Ideal,H,SI1,61.8,56.0,1421
0.35,Premium,E,VS2,62.1,59.0,984
0.9,Fair,F,VS2,58.9,67.0,3992
0.72,Premium,D,VVS2,60.0,57.0,3459
0.3,Ideal,E,VS1,61.3,58.0,694
1.01,Very Good,F,VVS1,63.4,55.0,8706
0.71,Very Good,H,SI1,63.5,57.0,2207
1.22,Very Good,F,VVS2,60.7,62.0,10719
1.5,Very Good,D,SI1,61.0,59.0,12179
1.01,Good,G,VS2,64.4,58.0,5418
0.55,Ideal,E,VS2,62.0,56.0,1639
0.23,Very Good,D,VVS1,62.4,58.0,530
0.32,Premium,J,VS2,61.9,59.0,504
0.24,Very Good,D,VVS2,62.9,58.0,552
1.0,Good,J,VS2,58.7,61.0,3769
0.73,Ideal,F,VVS2,62.2,54.0,3193
0.81,Ideal,F,VS1,61.5,55.0,3933
0.32,Very Good,G,SI1,62.0,55.0,477
1.01,Very Good,D,SI2,59.7,58.0,4564
0.4,Premium,F,SI1,62.3,60.0,737
0.51,Very Good,E,SI2,60.3,56.0,1098
0.3,Ideal,E,VS1,62.0,53.0,673
0.5,Very Good,D,SI1,62.0,60.0,1436
1.52,Very Good,H,SI2,63.1,55.0,7600
0.38,Premium,G,SI1,61.4,61.0,855
1.0,Ideal,F,VS1,61.7,55.0,7056
0.5,Good,D,SI2,58.5,64.0,1015
1.04,Premium,E,SI2,61.6,59.0,3392
0.7,Good,H,VVS2,61.4,64.0,2475
0.38,Ideal,F,VVS1,61.9,55.0,1096
0.4,Premium,H,VVS2,60.6,60.0,877
1.22,Premium,H,VS2,61.4,62.0,5944
1.83,Premium,J,SI1,60.4,58.0,10709
1.08,Premium,G,SI2,60.7,60.0,4318
0.83,Ideal,E,SI2,61.9,53.0,3049
0.3,Ideal,F,IF,62.2,57.0,886
0.74,Ideal,F,IF,61.9,55.0,4383
1.03,Ideal,G,SI1,61.1,57.0,5147
1.05,Premium,I,SI2,58.3,57.0,2911
0.7,Premium,H,VVS2,59.6,59.0,2717
1.02,Premium,G,SI1,62.3,59.0,4633
1.11,Ideal,G,SI2,61.7,57.0,5395
0.9,Good,E,SI1,64.3,62.0,3400
0.72,Ideal,G,VS2,61.3,56.0,2960
0.9,Premium,H,SI1,60.0,56.0,3629
0.47,Ideal,H,VS2,62.7,55.0,989
1.2,Very Good,G,VS2,63.1,57.0,8032
1.51,Very Good,I,SI2,62.9,58.0,7139
1.74,Very Good,D,SI1,61.9,58.0,16286
1.7,Very Good,F,SI2,63.4,57.0,11091
0.71,Very Good,I,SI2,61.1,56.0,1938
1.21,Premium,J,VVS2,61.7,60.0,5431
1.23,Very Good,E,VS1,61.5,58.0,10730
0.51,Ideal,D,VS2,61.2,55.0,1787
0.32,Good,E,VS2,57.0,60.0,780
1.01,Very Good,G,VS2,61.5,56.0,5759
0.63,Very Good,G,SI2,63.3,59.0,1105
1.52,Ideal,H,VS2,61.8,55.1,11333
0.35,Very Good,H,VVS2,63.0,55.0,706
0.33,Ideal,D,SI1,61.3,56.0,608
0.76,Very Good,E,SI2,60.8,60.0,2831
1.34,Very Good,H,SI2,61.1,63.0,4352
0.72,Ideal,I,VVS1,61.3,57.0,2654
1.12,Ideal,J,SI2,62.5,57.0,4325
0.72,Premium,F,SI1,59.5,62.0,2670
0.39,Fair,G,IF,57.1,61.0,1127
0.77,Premium,G,SI1,60.7,58.0,2563
0.53,Ideal,H,SI1,61.9,56.0,1255
0.53,Ideal,H,VS2,61.7,54.0,1604
0.7,Ideal,D,VS1,61.4,57.0,4323
0.91,Ideal,J,VS1,60.7,57.0,3267
2.0,Good,I,VS2,63.6,60.0,16291
0.3,Very Good,E,SI2,61.6,61.0,421
0.71,Ideal,E,VS2,61.1,56.0,3342
0.32,Premium,F,VVS1,60.7,58.0,1294
0.58,Very Good,F,VVS2,62.6,56.0,2189
0.56,Very Good,D,SI1,63.9,56.0,1578
0.4,Very Good,E,VS2,60.4,63.0,791
0.55,Very Good,F,VS2,62.5,56.0,1625
0.58,Ideal,G,VVS2,61.6,56.0,2135
1.02,Ideal,F,SI2,61.6,56.0,4684
0.3,Ideal,E,VS2,62.4,57.0,844
0.33,Ideal,E,VVS2,61.7,57.0,1114
0.9,Good,I,VS2,58.5,66.0,3353
0.3,Ideal,G,VVS2,60.6,57.0,684
0.9,Premium,G,SI1,62.2,60.0,3734
0.37,Good,H,VS2,63.7,55.0,749
1.57,Ideal,I,VS2,62.7,56.0,10278
1.0,Good,F,SI2,56.7,60.0,3858
1.07,Very Good,G,SI2,59.9,59.0,4201
1.02,Very Good,G,VVS2,62.5,59.0,7724
0.3,Premium,G,VVS1,60.6,61.0,1013
1.01,Premium,F,SI1,62.2,58.0,4775
